Time,Displacement,Force
(s),(mm),(N)
8.6400,2.8809,626.2841
8.6600,2.8875,627.1145
8.6800,2.8939,627.9221
8.7000,2.9005,628.7026
8.7200,2.9070,629.4916
8.7400,2.9134,630.2723
8.7600,2.9200,631.0422
8.7800,2.9268,631.8193
8.8000,2.9336,632.6677
8.8200,2.9403,633.5324
8.8400,2.9473,634.3929
8.8600,2.9542,635.2692
8.8800,2.9608,636.1574
8.9000,2.9674,637.0042
8.9200,2.9741,637.7778
8.9400,2.9808,638.5648
8.9600,2.9874,639.3743
8.9800,2.9941,640.1979
9.0000,3.0006,641.0212
9.0200,3.0072,641.7944
9.0400,3.0140,642.5443
9.0600,3.0205,643.3233
9.0800,3.0269,644.0971
9.1000,3.0334,644.8422
9.1200,3.0402,645.5825
9.1400,3.0468,646.3327
9.1600,3.0534,647.1030
9.1800,3.0604,647.9010
9.2000,3.0672,648.7265
9.2200,3.0739,649.5643
9.2400,3.0809,650.3938
9.2600,3.0876,651.2482
9.2800,3.0942,652.0822
9.3000,3.1008,652.8348
9.3200,3.1075,653.5681
9.3400,3.1141,654.3118
9.3600,3.1204,655.0325
9.3800,3.1271,655.7244
9.4000,3.1337,656.4473
9.4200,3.1403,657.1782
9.4400,3.1469,657.8999
9.4600,3.1536,658.6524
9.4800,3.1602,659.4412
9.5000,3.1668,660.1725
9.5200,3.1738,660.9327
9.5400,3.1807,661.7385
9.5600,3.1873,662.5405
9.5800,3.1942,663.3234
9.6000,3.2011,664.0957
9.6200,3.2076,664.8574
9.6400,3.2142,665.5823
9.6600,3.2208,666.2632
9.6800,3.2274,666.9813
9.7000,3.2339,667.6949
9.7200,3.2405,668.3656
9.7400,3.2471,669.0432
9.7600,3.2536,669.7332
9.7800,3.2603,670.4141
9.8000,3.2672,671.1364
9.8200,3.2737,671.8716
9.8400,3.2802,672.5441
9.8600,3.2869,673.1956
9.8800,3.2936,673.9055
9.9000,3.3002,674.6246
9.9200,3.3073,675.3509
9.9400,3.3142,676.1228
9.9600,3.3209,676.9053
9.9800,3.3276,677.6112
10.0000,3.3344,678.3044
10.0200,3.3410,679.0214
10.0400,3.3475,679.6719
10.0600,3.3541,680.3020
10.0800,3.3606,680.9512
10.1000,3.3669,681.5594
10.1200,3.3736,682.1735
10.1400,3.3804,682.8393
10.1600,3.3869,683.5417
10.1800,3.3936,684.2030
10.2000,3.4005,684.8821
10.2200,3.4072,685.5868
10.2400,3.4137,686.2667
10.2600,3.4204,686.9116
10.2800,3.4273,687.5607
10.3000,3.4340,688.2361
10.3200,3.4408,688.9319
10.3400,3.4476,689.6221
10.3600,3.4543,690.3123
10.3800,3.4609,690.9860
10.4000,3.4675,691.6360
10.4200,3.4740,692.2622
10.4400,3.4804,692.8196
10.4600,3.4871,693.3874
10.4800,3.4936,693.9977
10.5000,3.5000,694.5989
10.5200,3.5067,695.1766
10.5400,3.5136,695.8024
10.5600,3.5202,696.4692
10.5800,3.5270,697.1221
10.6000,3.5339,697.7912
10.6200,3.5405,698.4811
10.6400,3.5471,699.1174
10.6600,3.5538,699.7368
10.6800,3.5606,700.3558
10.7000,3.5674,700.9987
10.7200,3.5742,701.6644
10.7400,3.5810,702.3487
10.7600,3.5875,702.9855
10.7800,3.5937,703.5673
10.8000,3.6003,704.0861
10.8200,3.6071,704.6643
10.8400,3.6134,705.2487
10.8600,3.6202,705.7890
10.8800,3.6269,706.3918
10.9000,3.6335,707.0068
10.9200,3.6402,707.6010
10.9400,3.6471,708.2266
10.9600,3.6539,708.9034
10.9800,3.6605,709.5560
11.0000,3.6673,710.1615
11.0200,3.6740,710.7626
11.0400,3.6806,711.3719
11.0600,3.6875,711.9747
11.0800,3.6944,712.5982
11.1000,3.7010,713.2380
11.1200,3.7075,713.8277
11.1400,3.7140,714.3585
11.1600,3.7204,714.8682
11.1800,3.7268,715.3711
11.2000,3.7335,715.8709
11.2200,3.7402,716.4171
11.2400,3.7467,717.0104
11.2600,3.7535,717.5948
11.2800,3.7605,718.1904
11.3000,3.7674,718.8477
11.3200,3.7739,719.4766
11.3400,3.7807,720.0581
11.3600,3.7875,720.6489
11.3800,3.7940,721.2275
11.4000,3.8008,721.7521
11.4200,3.8075,722.3438
11.4400,3.8143,722.9612
11.4600,3.8210,723.5394
11.4800,3.8277,724.0847
11.5000,3.8341,724.6199
11.5200,3.8405,725.1003
11.5400,3.8470,725.5614
11.5600,3.8535,726.0281
11.5800,3.8599,726.5399
11.6000,3.8666,727.0331
11.6200,3.8735,727.5719
11.6400,3.8804,728.1768
11.6600,3.8872,728.7722
11.6800,3.8942,729.3998
11.7000,3.9009,730.0237
11.7200,3.9073,730.6023
11.7400,3.9139,731.0811
11.7600,3.9207,731.5557
11.7800,3.9275,732.1129
11.8000,3.9342,732.6788
11.8200,3.9409,733.2482
11.8400,3.9475,733.8077
11.8600,3.9539,734.3004
11.8800,3.9605,734.7465
11.9000,3.9669,735.2384
11.9200,3.9735,735.7036
11.9400,3.9802,736.1707
11.9600,3.9870,736.6968
11.9800,3.9936,737.2491
12.0000,4.0003,737.7702
12.0200,4.0074,738.3228
12.0400,4.0141,738.9098
12.0600,4.0209,739.4700
12.0800,4.0276,739.9899
12.1000,4.0340,740.4963
12.1200,4.0406,740.9546
12.1400,4.0473,741.4097
12.1600,4.0540,741.9292
12.1800,4.0606,742.4825
12.2000,4.0672,743.0011
12.2200,4.0740,743.4987
12.2400,4.0806,744.0247
12.2600,4.0871,744.5280
12.2800,4.0937,744.9908
12.3000,4.1003,745.4106
12.3200,4.1068,745.8795
12.3400,4.1135,746.3354
12.3600,4.1204,746.8513
12.3800,4.1272,747.4124
12.4000,4.1341,747.9988
12.4200,4.1409,748.5414
12.4400,4.1476,749.0864
12.4600,4.1541,749.6022
12.4800,4.1607,750.0354
12.5000,4.1675,750.4874
12.5200,4.1740,750.9799
12.5400,4.1805,751.4215
12.5600,4.1871,751.8411
12.5800,4.1937,752.3104
12.6000,4.2004,752.7859
12.6200,4.2071,753.2923
12.6400,4.2139,753.8165
12.6600,4.2202,754.3094
12.6800,4.2269,754.7270
12.7000,4.2337,755.1763
12.7200,4.2403,755.6630
12.7400,4.2470,756.1553
12.7600,4.2540,756.6490
12.7800,4.2609,757.1739
12.8000,4.2675,757.7245
12.8200,4.2744,758.2249
12.8400,4.2812,758.7277
12.8600,4.2875,759.1931
12.8800,4.2942,759.6135
12.9000,4.3008,760.0153
12.9200,4.3070,760.4194
12.9400,4.3135,760.8224
12.9600,4.3204,761.2311
12.9800,4.3270,761.6973
13.0000,4.3336,762.1544
13.0200,4.3402,762.5883
13.0400,4.3469,763.0497
13.0600,4.3535,763.5192
13.0800,4.3604,763.9783
13.1000,4.3673,764.4813
13.1200,4.3741,765.0104
13.1400,4.3807,765.5132
13.1600,4.3875,765.9675
13.1800,4.3943,766.4241
13.2000,4.4009,766.8985
13.2200,4.4076,767.3608
13.2400,4.4140,767.7829
13.2600,4.4205,768.1705
13.2800,4.4268,768.5225
13.3000,4.4336,768.8999
13.3200,4.4402,769.3367
13.3400,4.4469,769.7867
13.3600,4.4538,770.2609
13.3800,4.4605,770.7400
13.4000,4.4670,771.1923
13.4200,4.4736,771.5660
13.4400,4.4804,771.9534
13.4600,4.4871,772.4437
13.4800,4.4939,772.9128
13.5000,4.5007,773.3859
13.5200,4.5075,773.8821
13.5400,4.5142,774.3568
13.5600,4.5211,774.7938
13.5800,4.5277,775.2326
13.6000,4.5339,775.6279
13.6200,4.5403,775.9695
13.6400,4.5469,776.2958
13.6600,4.5534,776.6710
13.6800,4.5600,777.0993
13.7000,4.5669,777.5257
13.7200,4.5737,777.9826
13.7400,4.5803,778.4645
13.7600,4.5872,778.9167
13.7800,4.5939,779.3737
13.8000,4.6005,779.7983
13.8200,4.6072,780.1832
13.8400,4.6141,780.5988
13.8600,4.6208,781.0874
13.8800,4.6274,781.5409
13.9000,4.6344,781.9576
13.9200,4.6410,782.3999
13.9400,4.6475,782.8434
13.9600,4.6540,783.2059
13.9800,4.6605,783.5580
14.0000,4.6670,783.9277
14.0200,4.6735,784.2767
14.0400,4.6801,784.6163
14.0600,4.6869,785.0624
14.0800,4.6935,785.5190
14.1000,4.7005,785.9515
14.1200,4.7075,786.4382
14.1400,4.7141,786.9269
14.1600,4.7206,787.3127
14.1800,4.7273,787.6956
14.2000,4.7339,788.1014
14.2200,4.7405,788.4537
14.2400,4.7475,788.8221
14.2600,4.7543,789.2910
14.2800,4.7609,789.7645
14.3000,4.7677,790.1838
14.3200,4.7742,790.5803
14.3400,4.7804,790.9463
14.3600,4.7869,791.2332
14.3800,4.7935,791.5121
14.4000,4.8001,791.8889
14.4200,4.8066,792.2772
14.4400,4.8135,792.6570
14.4600,4.8203,793.0631
14.4800,4.8272,793.5295
14.5000,4.8340,794.0130
14.5200,4.8409,794.4758
14.5400,4.8474,794.9306
14.5600,4.8540,795.2985
14.5800,4.8608,795.6240
14.6000,4.8675,796.0098
14.6200,4.8742,796.4139
14.6400,4.8809,796.8031
14.6600,4.8875,797.2041
14.6800,4.8939,797.5825
14.7000,4.9005,797.9135
14.7200,4.9071,798.2629
14.7400,4.9136,798.6424
14.7600,4.9201,798.9947
14.7800,4.9268,799.3245
14.8000,4.9335,799.6849
14.8200,4.9403,800.0703
14.8400,4.9472,800.5070
14.8600,4.9542,800.9734
14.8800,4.9607,801.4219
14.9000,4.9674,801.7849
14.9200,4.9742,802.1344
14.9400,4.9808,802.5208
14.9600,4.9873,802.9347
14.9800,4.9940,803.2943
15.0000,5.0006,803.6540
15.0200,5.0073,804.0341
15.0400,5.0141,804.4103
15.0600,5.0207,804.8161
15.0800,5.0272,805.1920
15.1000,5.0335,805.5087
15.1200,5.0403,805.8154
15.1400,5.0470,806.1948
15.1600,5.0535,806.5646
15.1800,5.0603,806.9426
15.2000,5.0672,807.3477
15.2200,5.0739,807.7860
15.2400,5.0808,808.1936
15.2600,5.0876,808.5874
15.2800,5.0942,808.9987
15.3000,5.1008,809.3595
15.3200,5.1076,809.6937
15.3400,5.1142,810.0336
15.3600,5.1207,810.3859
15.3800,5.1273,810.7067
15.4000,5.1340,811.0549
15.4200,5.1405,811.4520
15.4400,5.1470,811.8148
15.4600,5.1536,812.1196
15.4800,5.1602,812.4584
15.5000,5.1667,812.7908
15.5200,5.1737,813.1296
15.5400,5.1805,813.5261
15.5600,5.1872,813.9727
15.5800,5.1941,814.3840
15.6000,5.2009,814.8098
15.6200,5.2074,815.2041
15.6400,5.2142,815.5476
15.6600,5.2209,815.8780
15.6800,5.2276,816.2394
15.7000,5.2340,816.6061
15.7200,5.2406,816.9376
15.7400,5.2472,817.2378
15.7600,5.2537,817.5615
15.7800,5.2604,817.8883
15.8000,5.2672,818.2347
15.8200,5.2737,818.6495
15.8400,5.2802,818.9862
15.8600,5.2869,819.2795
15.8800,5.2936,819.6013
15.9000,5.3003,819.9571
15.9200,5.3072,820.3384
15.9400,5.3139,820.7445
15.9600,5.3208,821.1371
15.9800,5.3276,821.4954
16.0000,5.3345,821.8810
16.0200,5.3410,822.2928
16.0400,5.3474,822.6329
16.0600,5.3541,822.9324
16.0800,5.3605,823.2550
16.1000,5.3669,823.5460
16.1200,5.3735,823.8137
16.1400,5.3804,824.1380
16.1600,5.3871,824.5519
16.1800,5.3938,824.9509
16.2000,5.4006,825.3264
16.2200,5.4071,825.6584
16.2400,5.4134,825.9564
16.2600,5.4203,826.2330
16.2800,5.4270,826.5853
16.3000,5.4336,826.9741
16.3200,5.4405,827.3254
16.3400,5.4476,827.7165
16.3600,5.4544,828.1628
16.3800,5.4610,828.5877
16.4000,5.4676,828.9306
16.4200,5.4740,829.2369
16.4400,5.4805,829.4831
16.4600,5.4870,829.7292
16.4800,5.4935,830.0024
16.5000,5.5001,830.3428
16.5200,5.5068,830.6698
16.5400,5.5137,831.0110
16.5600,5.5204,831.3730
16.5800,5.5269,831.7390
16.6000,5.5336,832.0549
16.6200,5.5405,832.4196
16.6400,5.5471,832.8085
16.6600,5.5539,833.1859
16.6800,5.5607,833.5255
16.7000,5.5674,833.8643
16.7200,5.5743,834.2450
16.7400,5.5812,834.6440
16.7600,5.5878,835.0428
16.7800,5.5941,835.3737
16.8000,5.6006,835.6237
16.8200,5.6070,835.8856
16.8400,5.6134,836.1489
16.8600,5.6200,836.4474
16.8800,5.6269,836.7640
16.9000,5.6337,837.1514
16.9200,5.6403,837.5456
16.9400,5.6473,837.8992
16.9600,5.6539,838.2768
16.9800,5.6604,838.6261
17.0000,5.6671,838.9391
17.0200,5.6740,839.2542
17.0400,5.6806,839.6172
17.0600,5.6872,839.9653
17.0800,5.6943,840.2819
17.1000,5.7011,840.6867
17.1200,5.7076,841.0834
17.1400,5.7144,841.3808
17.1600,5.7206,841.6594
17.1800,5.7268,841.9197
17.2000,5.7334,842.1053
17.2200,5.7401,842.3534
17.2400,5.7468,842.6779
17.2600,5.7536,843.0318
17.2800,5.7605,843.4183
17.3000,5.7671,843.8010
17.3200,5.7737,844.1652
17.3400,5.7806,844.4940
17.3600,5.7873,844.8577
17.3800,5.7939,845.1898
17.4000,5.8005,845.4860
17.4200,5.8074,845.8177
17.4400,5.8141,846.1942
17.4600,5.8210,846.5590
17.4800,5.8278,846.9179
17.5000,5.8343,847.2897
17.5200,5.8404,847.5667
